text,label
"Stock Market Live Updates: S&P 500, Nasdaq, Dow post record closing highs - Yahoo Finance",1
$ECONX: November Nonfarm Private Payrolls 254K vs 175K https://t.co/M9gpUZQoF7 consensus https://t.co/fav5NvyRH3,1
Miners Are Facing Challenges Globally,0
If You Had Bought Canadian Tire Corporation (TSE:CTC.A) Shares Five Years Ago You'd Have Made 24%,1
Religare Group To Sell Equity In Health Insurance Arm To Kedaara Group For Rs 400 Crore,2
ItaÃƒÂº Unibanco S A : Payment of Dividends and Interest on Capital  #Stock #MarketScreener https://t.co/sfvlaXYEJV https://t.co/TSbbMl9D6M,2
FDA extends action date for Blueprint's avapritinib,2
$IMMU (+3.2% pre) FDA GRANTS FAST TRACK DESIGNATION TO SACITUZUMAB GOVITECAN FOR NEOADJUVANT/ADJUVANT METASTATIC UR… https://t.co/eNGyHs2SNz,1
"Microsoft : Zoom shares slip over security concerns, rising competition #Microsoft #Stock #MarketScreener… https://t.co/NPFlQNuvrh",0
$ARWR - Arrowhead Pharma up 5% after Medicines Co. sale https://t.co/jT9j7V6AdL,1
The underlying trend remains to the downside  #Stock #MarketScreener https://t.co/SnBOfWESuP https://t.co/aw02S6u7Io,0
Billionaire British property investors David Reuben and Simon Reuben have helped finance Dreamscape’s acquisition o… https://t.co/tVtDTmcJpk,2
$UBER - Uber CEO comments on London license loss https://t.co/ppLtG1r4lP,0
$CNK - Cinemark Holdings (CNK) Presents At Southwest Ideas Investor Conference - Slideshow. Get more updates here:… https://t.co/vdvcgOsGLP,1
Uber Shares Tumble 6% In Premarket As London Again Revokes Operating License https://t.co/rwgO8ouPtq,0
Exelon : Initial Statement of Beneficial Ownership #Exelon #Stock #MarketScreener https://t.co/3h1IS0vjXb https://t.co/Oy6iFfT8bE,2
AT&T $T says 'it has a strong cash position' and will continue to pay a quarterly dividend.  https://t.co/VjFTjHqash,1
U.S. crude flows to Europe set to rise as virus hits Asia demand,1
Watch $SES over $6 for a strong move higher.,1
Onto Innovation stock price target raised to $50 from $40 at Benchmark,1
Major Resistances Are Broken – Time To Go Up,1
"Urban Outfitters shares plunge on profit, sales miss",0
Why You Might Be Interested In TMX Group Limited (TSE:X) For Its Upcoming Dividend,1
Electronic Arts Breaks Down a Record Quarter,1
Can employers make female employees wear a bra? Ask HR,2
Chris Davis' 3rd-Quarter Buys,2
"""It Was A Coup. Period"": Tulsi Gabbard Slams US 'Interference' In Bolivia https://t.co/3onatHQ80T",2
"Brighthouse Financial EPS beats by $0.27, beats on revenue",1
Marijuana Stocks Have Serious Cash Concerns,0
GrubHub stock price target raised to $60 from $30 at Susquehanna,1
"$TSLA - Tesla's New Pickup Is Ugly, Sell; Also Week-End Rally Pattern Holding But Weakly. Get more updates here:… https://t.co/5w5TEy85xb",0
GSMA：気候の非常事態への対策として大幅な炭素削減を可能にするモバイル技術,2
"Dec. WTI oil at $55.12/bbl in electronic trade, down from $55.21 Nymex settlement",0
Euro zone crisis response must include solidarity fund - France https://t.co/yJd5MX6T0K https://t.co/1H2h0H5T0j,2
Airbnb may choose direct listing over IPO,2
Nasdaq-100 futures up 0.4% after data,1
Another Google Worker Says She Was Fired for Labor Advocacy,2
"Hedge Funds Have Never Been This Bullish On HTG Molecular Diagnostics, Inc. (HTGM)",1
LHC,2
More New York Businesses Using State Law to Avoid SALT Tax Cap -- Update #economy #MarketScreener… https://t.co/C80HFpd4LS,2
Alkem Labs Gets Three Observations From U.S. FDA For St. Louis Facility,2
$XERS - Xeris Pharma launches equity offering; shares down 3% after hours https://t.co/CyNLP2rS7J,0
$HCHC: HC2 says it is in advanced discussions for the potential divestiture of its 100%-owned indirect subsidiaries… https://t.co/zVLYq1O4JK,2
$PS - Pluralsight: Promising Unified Offering Will Unlock More Values. Read more and sign up for updates:… https://t.co/0vUQ4f1Jg5,2
Jobs Fuels Economic Momentum for Trump Ahead of Election,2
Increase in October sales raised to 0.4% from 0.3%,1
"$HPQ (+0.8% pre) HP reiterates its rejection of Xerox's $XRX offer to buy the company - Reuters

https://t.co/5XPwX0QNXa",1
Coronavirus muddies U.S. economic data as business closures push down response rates https://t.co/GiDjLCZqKr https://t.co/7cgvSzJeM0,0
$IGC - India Globalization Capital reports Q3 results https://t.co/leY81Yo8Im,2
.@aztecs99 has your shortlist...of shorts    https://t.co/4VSrUYqrN3,2
"Dow futures down 45 points, or 0.2%; S&P 500 futures lose 3 points, or 0.1%",0
Navios Maritime reports Q3 results,2
"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",1
"$TCO: Taubman Centers beats by $0.07, beats on revs -- co to be acquired by Simon Property (SPG) for $52.50/share i… https://t.co/najoVPPhEY",1
FedEx CEO challenges NYT publisher to public debate after tax story,2
"Yandex authorizes share repurchase program, shares up 6% premarket",1
Q1 Earnings Outlook For Tyson Foods,2
"Mexican stocks rose as pledges by U.S. lawmakers to swiftly approve a new trade deal between the U.S., Mexico and C… https://t.co/POBdbNIQO1",1
$PSX $VLO $HFC - Phillips 66 cuts rates at Bayway refinery on weak cracks - S&P Global https://t.co/0sOtRQG5t5,0
"After cutting 4,000 jobs, GM is hiring, but not for traditional gasoline-powered vehicles",2
Manchester United Plc Announces Second Quarter Fiscal 2020 Earnings Report Date,2
Stock Market Update: Global stocks extend gains,1
"$RNG - RingCentral EPS beats by $0.01, beats on revenue https://t.co/ObtDrGnFq4",1
Hedge Funds Are Dumping Lumber Liquidators Holdings Inc (LL),0
EnerBank Scholarship Helps Build the HVAC Future with Qualified Workers,2
Illegal Tender podcast: What it was like to befriend convicted socialite scammer Anna Delvey,2
"Ford Recalls More Than 500,000 Pickups for Fire Risk",0
Results: Digi International Inc. Beat Earnings Expectations And Analysts Now Have New Forecasts,1
Morgan Stanley fined $22 million for digging bond markets https://t.co/Uh3QzkQ3IB via @business https://t.co/Pe16MdWRNj,0
Why is gold lower on the day? https://t.co/5F3GjdTMZU,0
Gold Suddenly Hammered By Multi-Billion-Dollar Sale  https://t.co/aZrE20B3DJ,0
Great Wall Motor and BMW move forward with JV,2
$TQQQ - TQQQ: Sidestepping Recessions With Leverage. Read more: https://t.co/scB7iPJsOG #stockmarket #business #markets,2
Berry Petroleum's stock plunges to 2-year low after California prohibits using steam to extract oil,0
Valens GroWorks Guides To Near-Doubling Of Quarterly Revenue,1
Materials Down On Coronavirus Fears -- Materials Roundup #economy #MarketScreener https://t.co/ca0dXtTIb6 https://t.co/TpYQewRNVg,0
Palantir Wins New Pentagon Deal With $111 Million From the Army,1
Agile Therapeutics secures $35M credit facility; shares ahead 4% after hours,1
"Oil is down, gold is up. Rates are flashing warnings. But someone forgot to tell stocks https://t.co/7ymiUQWP3f",0
China Lashes Out at Countries Restricting Travel Over Virus,2
U.S. markets jump at the open https://t.co/nb9TiXrMa0 https://t.co/hiuEonQvUq,1
The threat of a new transatlantic trade war over a tech tax is diminishing after 137 countries agreed to continue n… https://t.co/8OLoecqT5J,2
Canada Goose's stock tumbles 14% toward a 2-yr. year premarket after Q3 results,0
FedEx stock price target raised to $168 from $163 at BofA Securities,1
Macy's now sees full-year sales down 2.5% to down 2.0% vs. prior about flat,0
FTSE gains 2% after big Tory victory,1
"$ESNT $MTG $NMIH - Move big into mortgage insurers after these regulatory announcements, BTIG says https://t.co/8I5Wd90AOR",1
Fire & Flower Reports Q3 Net Income Of $10.2M,2
$USO $UNG $UGAZ - U.S. rig count falls for fifth straight week https://t.co/UwX3Qg6gGZ,1
"“Vaping is taking us backward,” CVS Health CEO Larry Merlo says. “Something has to be done.” https://t.co/CwxbCtXvWW https://t.co/NBv10IejXx",0
Tesla Zealotry on Street Fades as Focus Shifts to Fundamentals,0
Boeing scraps for deals at Dubai Air Show,2
"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1
"Euro Slumps to 4-Month Low Amid Weaker Data, Virus Fallout Fears",0
Hedge Funds Are Dumping NIO Limited (NIO),0
Qatar Insurance may have its ratings cut by one level at S&P Global Ratings https://t.co/Z9zuZQr7WM,0
Deluxe delivered record FY2019 revenue,1
Voyager Therapeutics started at outperform with $26 stock price target at Oppenheimer,1
Hedge funds are buying stocks exposed to US-China trade on hopes for a deal,1
"WATCH: Exxon Mobil, the largest U.S. oil producer, said it will cut planned capital spending by 30% this year https://t.co/pewe0L13xG",0
November retail sales fall short of expectations amid holiday shopping season,0
TE Connectivity stock price target raised to $95 vs. $94 at SunTrust Robinson Humphrey,1
$SCANX: Earnings/guidance movers https://t.co/YrPxLxDd6q,2
China suspends planned tariffs scheduled for December 15 on some U.S. goods,1
"Tesla's stock falls 2.1% premarket, after tumbling 17.2% on Wednesday",0
Chinese facial recognition companies have taken the lead in serving an international market populated by authoritar… https://t.co/Cwpoumg4Tj,2
Penn National Gaming -4% after earnings,0
NOVARTIS : CHF0.50(REGD) Novartis To Acquire The -2- #Novartis #Stock #MarketScreener https://t.co/gI0SKGYNlW https://t.co/Rk5KD2zpUK,2
"$EARS very very nice, squeeze into the close. $KERN strong close.",1
"$YAYO volume is coming in, the upward momentum could accelerate.",1
"How Does Consort Medical's (LON:CSRT) P/E Compare To Its Industry, After Its Big Share Price Gain?",2
"$LYFT - Lyft Has 99 Problems, But This Ain't One. https://t.co/I9yToDTye5 #markets #stockmarket #stocks",2
EU Poised to Send Warning to China on 5G,0
Royal Gold (NASDAQ:RGLD) Shareholders Booked A 68% Gain In The Last Five Years,1
EUR/USD Daily Forecast – Euro Rally Halted at Major Resistance,0
Jefferies +2.5% after KBW expects stock buyback,1
"U.K. stocks rally, British pound recovers as optimism over possible virus containment offsets worry over Johnson https://t.co/lusf9e2gZi",1
Edited Transcript of GLOG earnings conference call or presentation 6-Feb-20 1:30pm GMT,2
Don't Ignore The Fixed Income Side Of Your Portfolio. Continue reading: https://t.co/IcP7z9gNX9 #investing #finance #stocks,2
What Is The TED Spread Telling Investors About The Credit Market?,2
"CORRECTED-Nissan recalls nearly 400,000 vehicles over braking system defect (Nov. 16)",0
Behind hedge fund Bridgewater’s massive bet on a stock-market decline https://t.co/kkrYY3BhcY,0
Vertex Pharmaceuticals stock price target raised to $248 from $240 at BMO Capital,1
Germany Fines Steelmakers 646 Million Euros for Price Fixing,0
Hedge Funds Are Selling AMERCO (UHAL),0
Amazon to create 500 new jobs in Florida as it plans to open a distribution center,1
Protests over pensions show reform is needed https://t.co/VPFciUVjqY,0
Zendesk targets raised after 'solid' results,1
Retailers Call China Trade Agreement ‘Right Direction’ But Say a Final Deal is Needed,1
Bed Bath & Beyond announces changes to leadership team,2
EU Trade Commissioner Phil Hogan says a political agreement on the shape of a new trading relationship with the U.K… https://t.co/TrAWPGQl0L,1
Is This the Hottest Sector for 2020?,2
Dubai's Jobs Vanish at the Fastest Pace in a DecadeÃ‚Â ,0
Simon Property to buy mall owner Taubman in $3.6bn deal https://t.co/NKyvTrVtnZ,2
"Hedge Funds Are Souring On Compass Minerals International, Inc. (CMP)",0
Virus uncertainty weighs on global shares - NEWS.com.au,0
"LISTEN NOW: A blockbuster November jobs report was released this morning, with job numbers beating estimates and un… https://t.co/4zl37XeUmU",1
"Macy's says weather, soft tourism and weak performance at lower-tier malls weighed in Q3",0
Watch $MARK over 43c in after-hours for continuation targeting the 50c area initially,1
"RECAP 11/22 Unusual Puts:
$WMT Jan 120 P
$BTU Feb 9 P
$UBER Dec 28 P
$GPS Mar 14 P
$SPCE Dec 7.5 P
$OLLI Dec 65 P… https://t.co/fgEcuNFyjC",0
"$LEVI: Levi Strauss beats by $0.05, beats on revs https://t.co/UVVXSs6w1S",1
CORRECT: Tapestry Q2 Coach sales up 2% to $1.27 bln; FactSet consensus $1.26 bln,1
$VWDRY - Google drops plan to buy stake in Africa's biggest wind park https://t.co/rW0gmfJTVS,2
Kohl's warning sends J.C. Penney and Dillard's lower,0
"$OMF - OneMain Holdings EPS beats by $0.21, beats on revenue https://t.co/wjkkgO3kFK",1
Skyworks : Statement of changes in beneficial ownership of securities #Skyworks #Stock #MarketScreener… https://t.co/LDfZBIMju4,2
U.S. jobs growth beats expectations for January,1
Power Financial shares jump on buyout offer by parent,1
"Participation Of BSNL, MTNL In Spectrum Auction May Lead To Conflict Of Interest: Department Of Telecom ",0
"“All Lam does is promise to listen, then ignores critical voices. These last six months have made it clear we need… https://t.co/85XfPKmbJU",2
Electric-Car Onset Leaves Lubricant Industry Facing Kodak’s Fate,2
Energizer shakes off JPMorgan's bear call,1
Clovis Oncology stock price target cut to $8 from $12 at Evercore ISI,0
LexinFintech +3.3% after loan origination view improves,1
"Rimkus Consulting Group, Inc. Acquires Mechanical and Electrical Engineering Consulting Firm Amset Technical Consulting, Inc.",2
Standard Life Aberdeen : Form 8.3 - Cobham plc #StandardLifeAberdeen #Stock #MarketScreener https://t.co/ZfOZ5EbPiV https://t.co/2ldrO4Rjvw,2
Uber Plans to Appeal London License Ban,2
@here $BORR entry was 1.43 will add more and average up. pullback to 1.48-1.50 add for handle @here break above 1.6… https://t.co/QtcXY6142B,1
"Equity Residential : Up Over 9%, on Pace for Largest Percent Increase Since August 2011 --... #EquityResidential… https://t.co/KwqSHHFnt2",1
Orbcomm price target lowered to $9 at Canaccord,0
Robert Kaplan Says Fed Should Hold Barring ‘Material’ Change in Outlook,2
$ZIOP: ZIOPHARM presents clinical data for controlled IL-12; reinforced favorable safety profile and initial data https://t.co/oQuq157aoP,2
U.S. equities pared gains after climbing to fresh records as investors digested the latest views from Federal Reser... https://t.co/y5x69xFQ8h,0
"Naive Brazil to Rethink Relations With U.S., Bolsonaro Ally Says",2
$USO $UNG $UGAZ - U.S. rig count trimmed by 2 in Baker Hughes survey https://t.co/JE6InmMQqL,1
$1 gasoline is back -- and it's a terrible sign for the economy https://t.co/5vCkppVHOV,0
"Hedge Funds Have Never Been This Bullish On HarborOne Bancorp, Inc. (HONE)",1
$LK - Luckin Coffee: It Make Sense That Shorts Sell At 4x Sales.. Read more: https://t.co/lBJTB9cWiJ #finance #investing #stocks,2
Whirlpool -2% after large recall in U.K.,0
"AGCO -4.2% on Q4 miss, soft guidance",0
$SCANX: Large cap notable movers of interest -- BioNTech (BNTX) pulls back on above average volume https://t.co/iw2wzBPwnu,0
$PFE $CVS $OPK - Healthcare firms pile on intiaties as COVID-19 pandemic advances https://t.co/fS66vRei8N,2
Mexico’s Economy Suffered Slight Recession in First Half,0
Hedge Funds Are Buying Tenneco Inc (TEN),1
Oaktree Specialty Lending NAV treads water in Q4,2
Boris' Brexit Pledge Is Gift For 2020 Markets: Ashworth (Radio),2
$WKHS Workhorse Says New Loan Will Cover Electric Truck Production $DUK $GM $UPS https://t.co/qrNMz6mxbT via @benzinga,2
"The outlook for Finland's economy has dramatically worsened due to the coronavirus outbreak, with the country's cen… https://t.co/RZBkoqrsm0",0
CymaBay Therapeutics shares down 77% premarket after resuming trade following halt,0
Credit Suisse's Top Investor Wants Chairman to Follow CEO Out,0
Can We See Significant Insider Ownership On The Elmos Semiconductor AG (ETR:ELG) Share Register?,2
Ecolab Named to CDP Water Security A List for Sustainable Water Management,2
Crossword Cybersecurity : Publication of Circular #CrosswordCybersecurity #Stock #MarketScreener… https://t.co/asZh4N96x1,2
The first challenges to Benjamin Netanyahu’s continued rule have started to roll in https://t.co/2C37NAOovs,2
"Last week, we hosted the 7th IMF Statistical Forum on Measuring the Informal Economy. Watch the events and read the… https://t.co/dBL2OpHfw4",2
SurveyMonkey CEO: Our data shows Uber could raise prices because 'people are addicted' to app https://t.co/51xhXDlTSf,1
$DISH $I $SGBAF - Dish spectrum sale shouldn't face FCC issue - New Street https://t.co/m2nqyRxjBt,1
"Tesla’s Cybertruck doesn’t look street legal, but pre-orders are pouring in https://t.co/pOSWuIscRN",1
"Bilibili EPS beats by $0.01, beats on revenue",1
Ansys stock price target raised to $265 from $235 at Benchmark,1
Taco Bell parent Yum Brands downgraded to neutral from buy at BTIG,0
"$AMTD (+1.3% pre) Charles Schwab $SCHW to buy TD Ameritrade in $26 billion all-stock deal - Reuters

https://t.co/KGPqP2jfkW",1
‘Unicorns and rainbows!’ Kellyanne Conway shrugs off Bloomberg’s candidacy https://t.co/iKDhlGygzZ,2
Grubhub gains a bear on margin view,0
"$RYN: Rayonier beats by $0.02, misses on revs https://t.co/4fblsZ6Qce",2
The Fed's Emergence as a Power Player Poses New Risks to Its Independence #economy #MarketScreener… https://t.co/hwe3xwwGma,2
Bank of America stock price target raised to $49 from $48 at Oppenheimer,1
New York Times board raises quarterly dividend to 6 cents a share vs. 5 cents,1
"Today, the IMF Executive Board approved a disbursement of €176.5 million to #NorthMacedonia. This financial suppor… https://t.co/hloz3ZRGNH",2
"WeWork names new executives, path to profitability by 2023: report https://t.co/nby7jpZ6xu https://t.co/17hr8mW3VA",2
Stock futures advance after China IP announcement https://t.co/eRBEEfxHb0 by @emily_mcck https://t.co/yO96qcF9Lx,1
"The last time Chinese stocks performed this poorly, the country was in the middle of a massive market meltdown https://t.co/Kzt3Uj0m4Y",0
"If You Invested $10,000 in Chesapeake Energy's IPO, This Is How Much Money You'd Have Now",2
"Do Hedge Funds Love Ennis, Inc. (EBF)?",2
InVivo launches equity offering; shares down 17%,0
Science Applications International Corporation (SAIC) Climbs 4.79% Today: Breaking Down The Root Causes - Find News,1
Dog People Rejoice: Owning A Pup Is Good For Your Cardiovascular Health : Shots - Health News : NPR https://t.co/bwLgy4R8QZ,2
Will Caterpillar Raise Its Dividend in 2020?,2
"STOCKS NOW:
- Dow up 704.83 points 
- Nasdaq up 165.39 
- S&P up 72.15",1
"Investors should prepare for a coronavirus-induced 'vicious spiral' more than twice as bad as the financial crisis,… https://t.co/mPvWa8T7IK",0
UPDATE 1-Brazil's real posts lowest ever close of 4.2061 per dollar,0
"Oil Slips After OPEC, EIA Reports Forecast Robust Supply #WTI #Stock #MarketScreener https://t.co/7JxMiwy1B2 https://t.co/NdB4wBml82",0
This High-Yielding Renewable Energy Company Continues Generating Solid Results,1
$KZR Kezar Life Sciences Highlights Therapeutic Potential of Protein Secretion Inhibitors at the 61st American Soci… https://t.co/jFFu7R9I6T,2
Walmart Marks A Five-Year Streak Of Quarterly Sales Gains And Turns To A Robotic Future,1
UK seeks big tariff reductions in U.S. trade deal,2
"Introducing Cogent Communications Holdings (NASDAQ:CCOI), A Stock That Climbed 78% In The Last Five Years",1
Some expect natural gas prices to fall to levels not seen in three years https://t.co/2zAY6thZiD,0
CPI Inflation Surges To 5.54% In November,0
Baby GATT Back: The End Of The World Trade Organization? https://t.co/txFV3vhVVk,2
Hedge Funds Are Warming Up To Celestica Inc. (CLS),1
Here's a warning about negative interest rates and how they can do a lot more damage https://t.co/4arbZd3Mos https://t.co/jBLlpdmiYC,0
Hedge Funds Cashing Out Of Artisan Partners Asset Management Inc (APAM),0
SPDR S&P Retail ETF down 1.3% in premarket trading,0
Airbus racks up strong January orders,1
Babcock International Group reports 1H results,2
"OneMain plans to boost dividend, pay special dividends",1
Gundlach: Trouble Brewing In Debt Markets As The 'Real Turmoil' Is Only Beginning https://t.co/V0muhfT6dX,0
Job Openings Smash Expectations In Delayed JOLTS Report  https://t.co/7tHGcCcxei,1
$DIS (+0.6% pre) “Frozen 2” Walt Disney Animation Studios’ Highest Grossing Debut Ever https://t.co/SksjdnI6s7,1
Fed's Rosengren says he is 'optimistic' on economy,1
ScalpTrader's recent monster Preferred plays $DCPprB $NGLSprA $TWOprB took off for an average gain of +105% overnig… https://t.co/4Tb5q80lMV,1
"Hedge Funds Have Never Been This Bullish On Construction Partners, Inc. (ROAD)",1
"Chinese investment in clean energy is plummeting — down from $76bn during the first half of 2017, to $29bn during t… https://t.co/S4WgJBV9Px",0
Fed's bond-buying injecting hope of reprieve to 'fragile' $18 trillion Treasurys market https://t.co/1ypl8QOiqN,2
USCIB United States Council for International Bu : Urges Resolution to Impasse Over Appellate Body at WTO #USCIB… https://t.co/8oHB9yGZQ3,2
Tobacco exports from Tanzania-a key crop and source of foreign exchange-could drop as much as 20% this year because… https://t.co/PBj4l4Emi3,0
"Our December Snapshot was fairly positive. Payroll employment increased, the #unemployment rate fell and housing ma… https://t.co/OWRMZhdyGy",1
"As Africa Drowns In Debt To China, IMF Sounds The Alarm https://t.co/WFfZkXhlLG",0
Health Care Down As Hopes For Rapid Coronavirus Cure Fade -- Health Care Roundup #economy #MarketScreener… https://t.co/BSiY3qmLdM,0
What Happens When The Economic Momentum Ends? https://t.co/AkPhHv1CI0,0
"$YGYI non stop , unreal +250% ...... eyes on $CPHI another China play",1
$COP - ConocoPhillips seeking sales of Alaska assets - report https://t.co/fhl0FmdTfa,2
U.S. consumer debt rose more than forecast in October https://t.co/854qz3rA4V,1
$LSCC - Lattice Semiconductor Q4 Earnings Preview https://t.co/JlIlzccfFu,2
Amazon hits $1 trillion on blowout earnings beat what the pros are watching now $AMZN (via @TradingNation) https://t.co/RCmE2HVjcC,1
"36% of millennials polled say that they approve of communism, which is up significantly from 28% in 2018. https://t.co/WJJfbWU8hS",2
Evoke Pharma up 32%,1
OPEC's New Year's Gift To Oil Bulls. Follow this and any other stock on Seeking Alpha! https://t.co/D0ihnpJvHE #business #finance #markets,1
"Facebook Bans All Content On Vaccine Awareness, Including Facts About Vaccine Ingredients https://t.co/uwwXUaxFCY",2
Forescout downgraded to neutral from buy at Monness Crespi Hardt,0
Want to Do Better at Work? This 1 Thing Might Really Help.,2
Welltower stock price target cut to $90 from $95 at J.P. Morgan,0
"""We Totally Failed As A Business"": Unicorn Scooter Impales Investors After Company Goes Hooves-Up https://t.co/otp1fQAFgj",0
Urban Outfitters stock down 9% after Q3 results,0
"Gold on track for a fourth straight gain, buoyed by coronavirus outbreak https://t.co/cpi5yGY54R",1
Adding $CIFS for next week. Love this kind of bottom setups.,1
Kenya’s central bank lowers interest rates for the first time in 16 months https://t.co/7SQ003stA9,2
2U downgraded to sector weight from overweight at KeyBanc Capital,0
Lumber Liquidators' stock rallies after CEO Dennis Knowles resigned,1
"Ban on flavored vapes could lead to loss of 150,000 jobs, $8.4 billion sales hit: report https://t.co/rBpi75OKM5 https://t.co/oXLLryarER",0
"The Unhappy “New Lows” Of 4 Brand Names: Sprint, Tupperware, Overstock And Dropbox",0
Hedge Funds Are Warming Up To Eldorado Gold Corp (EGO) Again,1
"Stock buybacks jump by 6.3% in Q3 2019, S&P Dow Jones says",1
$IBIO shor-term bottom is in. Loading zone https://t.co/Cw1b46v17J,1
"Greenlane Renewables Signs New $7.0 Million System Supply Contract with the Renewable Natural Gas Company, a Leader in Landfill Gas to RNG Projects",2
Greatest trade part deux? Icahn shorts mall debt,2
$SBAC $SBAC $AMT - MoffettNathanson boosts SBAC to Buy https://t.co/8k4l0c5x89,1
Estee Lauder to acquire shares of Dr. Jart+ it does not already own,2
"$JEC: Jacobs beats by $0.17, beats on revs; initiates $250 mln accelerated share repurchase program, offers FY20... https://t.co/ZxgIFkvjsk",1
SWK Holdings reports Q3 results,2
Vitasoy International Holdings Limited Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,0
"Bumble Bee Foods filed for bankruptcy, blaming its ""recent and significant legal challenges."" https://t.co/kFYH8KrLKA",0
"Sun Pharma Q3 Results: Profit Falls 27% On Higher Costs, Lower Other Income",0
Lyft stock price target cut to $58 from $70 at Deutsche Bank,0
Scotland's First Minister Nicola Sturgeon says a standoff with Boris Johnson over a second Scottish independence re… https://t.co/XdyZ2BPgXW,2
Sanderson Farms stock price target raised to $159 from $150 at J.P. Morgan,1
MAXIMUS Reports Fiscal Year 2020 First Quarter Results,2
Kohl’s Plunges Most in Almost Three Years on Profit Forecast,0
AbbVie Reports Estimate-Beating Fourth-Quarter Earnings Results,1
Dana extends buyback program,1
Canada’s ‘Big Six’ banks are staging a comeback https://t.co/tU3FgRapuZ,1
"As Glencore's billionaire boss Ivan Glasenberg prepares to retire, his final years will be marred by corruption pro… https://t.co/41EUVMZmEC",2
Square's Getting Serious About E-Commerce,2
Brookfield Asset Management loses a bull,2
"Nasdaq-100 futures down 2 points, or less than 0.1%",0
That's a new 52-week high for the Russell 2000.  Small caps have nearly caught up....S&P YTD is up 25.6% while Russell 2000 YTD is up 21.4%.,1
$ENPH - Enphase: Promising Growth Vision. https://t.co/LoJocgYZfq #investing #finance #trading,1
AbbVie's stock rises on strong earnings,1
Assessments of climate policies help shape a country’s policy response to #climatechange. https://t.co/jFgGQzwBE7… https://t.co/KdZvxEPe17,2
Global stocks stumble toward best week since June,0
"Casper Sleep shares slide 13% on second day of trading, falling below $12 IPO issue price",0
$AGIO (+2.3% pre) Agios Pharma higher amid new vorasidenib progress - SA https://t.co/UFqFZoyHTI,1
"$ANAB (+11.8% pre) Form SC 13G ANAPTYSBIO, INC Filed by: TANG CAPITAL PARTNERS LP

https://t.co/n2fsglvR85",1
"Nasdaq-100 futures retreat 15 points, or 0.2%",0
"Global health care benefit cost increases will vary widely in 2020, says Willis Towers Watson  https://t.co/yqLaldm0vu",2
"History shows that the Dow, S&P 500, and the Nasdaq could be in for another huge run in 2020.… https://t.co/xYovuKPQss",1
Tupperware +2% after insider buying action,1
Luckin Coffee share price may nearly double to $60 on U.S. exchanges: hedge fund Citron Capital,1
Central Bank of Philippines : Inflation Eases Further to 2.5 Percent in March #CentralBankofPhilippines #economy… https://t.co/BXqDnEXNqV,1
Stock Market Update: Financials sector turns negative amid lower yields,0
$MDCO $BCRX $AQST - Healthcare - Top 5 Gainers / Losers https://t.co/7kKeNs2tmg,2
Nasdaq CEO: Companies going public need a 'path to profitability' https://t.co/A2AWscsngL by @MaxZahn_ https://t.co/oVEDuvnHy8,2
Retailers may be able to expect a boost from Black Friday sales as consumer sentiment stays strong. Insights via… https://t.co/LHDwVskYGP,1
$BB keeps going higher on volume.,1
"AUD/USD, NZD/USD, USD/CNY – Markets Quiet as Investors Look for Trade Talk Clues",2
U.S. exports to China to nearly double in 'totally done' trade deal: Lighthizer,1
News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/GSt6QLz0Tt https://t.co/p5vsEVYzgA,2
"Fidelity National to pay $12.50 for each FGL share, a 2.9% premium to Thursday's closing price",2
$PHUN news out !!!!,2
"EIA forecasts U.S. shale oil output to climb by 49,000 barrels a day in December",0
"STOCKS NOW:
- Dow up 345.10 points 
- Nasdaq up 88.49 
- S&P up 32.25   
Here's what's moving markets: https://t.co/j7gT8jOd5m",1
Pot Stock Hits Keep Coming as Biden Knocks Weed Ahead of Meeting,0
Ebay shares jump 3% premarket,1
Norsk Hydro reports lower Q4 earnings on weak aluminum prices,0
"Apple saw China iPhone units fall in November, Credit Suisse says",0
Pinduoduo stock sinks on heavy volume after earnings,0
Yankee Candle Opens New State of the Art Research & Development Facility in Western Massachusetts… https://t.co/QZHrzvaEnw,2
$OXY up more than a percent on reports Carl Icahn was looking to nominate as many as 10 directors  https://t.co/TM6zoisxqi,1
JUST IN: 2 people are in custody after authorities fired shots at an intruder vehicle outside Trump's Mar-a-Lago cl... https://t.co/g6VMUioO1A,2
"Aurora Cannabis extends premarket losses, now down 5%",0
Five Things You Need to Know to Start Your Day,2
Exxon Baton Rouge refinery fire threatens oil demand https://t.co/BwrixR2J8d,0
"Around 76,000 people were injured in the U.S. between 1998-2017 because of cell phone-related injuries https://t.co/u5FF9sIDSb",2
The latest on U.S. markets https://t.co/Er61EMyHsj https://t.co/4Jzex6liAG,2
General Motors' Q4 Profit Beat Estimates Despite Huge Strike Costs,1
Nokia Shares Surge As Q4 Earnings Beat Analyst Estimates,1
Exxon Mobil : Found Not Guilty of Fraud in Climate-Change Accounting Case #ExxonMobil #Stock #MarketScreener… https://t.co/BAAL3ZX7Af,1
$TOPS TOP Ships (TOPS) Stock Is Rocketing For Multiple Reasons https://t.co/sIG4mQvPRb via @AlphaStockNews1,1
